,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
304,KhoslaRaghu,Unke Bina,227096,2022-05-13 08:27:00,0.652,0.569,5.0,-9.903,1.0,0.0264,0.379,0.0,0.084,0.366,93.008,1A7N9eK06FcDmGT4NpfSJ7,4.0
305,Barzin Contractor,Tera Ban Jaunga Reprise Cover,229787,2022-05-13 08:31:00,0.589,0.567,11.0,-7.761,0.0,0.0228,0.0968,2.61e-05,0.118,0.262,94.003,7liFlRYGLLTeD9fjExwy7B,4.0
306,Vinayak Bahl,Morey Saiyaan,224903,2022-05-13 08:35:00,0.648,0.689,0.0,-5.203,1.0,0.044,0.146,0.0,0.187,0.476,90.045,3TmfFTekCDy9qPqf5Ng4q0,4.0
308,Mayank Verma,Papa (Father's Day Special),2006,2022-05-13 08:38:00,0.58,0.36,1.0,-11.42,0.0,0.035,0.763,0.00202,0.486,0.244,69.996,047Z3lNKiFGlu3JxLo52ww,4.0
309,Abhishek Bhatt,Darmiyaan,4446,2022-05-13 08:38:00,0.334,0.822,10.0,-4.328,1.0,0.0728,0.627,0.394,0.19,0.458,130.529,275EROx1rG8zV78QitDULs,4.0
310,Shubham Sharma,Kya Chahiye,2400,2022-05-13 08:38:00,0.556,0.552,4.0,-5.875,1.0,0.0373,0.531,0.0,0.121,0.531,100.051,7Ky9U9iHjGBiRax3joCRDS,4.0
350,Man of No Ego,Calm With Me,111969,2022-05-13 16:20:00,0.618,0.394,1.0,-9.776,1.0,0.0252,0.0382,0.823,0.129,0.0361,109.968,7rFKosGV6zXgIio78kPR0Z,4.0
353,Zero 7,Somersault,416933,2022-05-13 16:35:00,0.28,0.386,0.0,-10.889,1.0,0.0275,0.194,0.0222,0.337,0.163,146.82,6CgIaRVXNmpUgeVuHmA4a2,3.0
357,Zero 7,Shadows (feat. Lou Stone),317720,2022-05-13 16:55:00,0.671,0.533,11.0,-9.103,0.0,0.0333,0.0675,0.0355,0.363,0.358,111.042,3padpZlNLd0WKqRQ8C0jmE,4.0
366,Zero 7,"Simple Science - 12"" Version",39563,2022-05-13 17:26:00,0.687,0.701,0.0,-9.132,1.0,0.036,0.0234,0.0443,0.111,0.745,116.987,4qawa8IxL0IvSvlmPjyx5M,4.0
372,God Is An Astronaut,Dark Rift,307986,2022-05-13 17:44:00,0.064,0.24,3.0,-14.841,0.0,0.0457,0.408,0.872,0.113,0.0414,65.309,1qrEPy0AufTJkxx1UdjAmS,5.0
373,God Is An Astronaut,Parallel Highway,236000,2022-05-13 17:48:00,0.405,0.806,2.0,-9.446,0.0,0.0281,0.00402,0.784,0.0662,0.442,96.002,2A9ykxzjbc0uLg2lLl6Wgz,4.0
374,God Is An Astronaut,Shining Through,308226,2022-05-13 18:14:00,0.172,0.377,6.0,-10.866,0.0,0.0318,0.208,0.901,0.114,0.0514,144.779,1gQJTpmHttinxOFbe2iHlH,4.0
375,God Is An Astronaut,Age of the Fifth Sun,388480,2022-05-13 18:20:00,0.484,0.749,1.0,-9.556,0.0,0.0361,0.000706,0.852,0.0772,0.148,119.997,5JxQlMrybvRMtCJr2gqwcw,4.0
377,Codes In The Clouds,If I'd Have Known It Was the Last (Second Position),112720,2022-05-13 18:35:00,0.462,0.249,7.0,-14.157,1.0,0.0315,0.00468,0.896,0.108,0.0481,106.039,58su4eMhL93HP3Uh4NCDml,3.0
378,We Lost The Sea,A Gallant Gentleman,364986,2022-05-13 18:47:00,0.351,0.159,1.0,-13.163,1.0,0.0349,0.401,0.955,0.0961,0.126,110.061,7MZM9KhwGQG8QJ4BycsnQn,4.0
379,God Is An Astronaut,Suicide by Star,272453,2022-05-13 18:51:00,0.46,0.833,7.0,-8.599,0.0,0.0446,0.00012,0.885,0.0642,0.419,151.935,1rpjw2ZXeQGoWMviHSCR64,4.0
380,Audrey Fall,Wolmar,380525,2022-05-13 18:58:00,0.234,0.765,7.0,-7.691,1.0,0.0381,0.00174,0.867,0.105,0.0659,130.016,0JCnSBBGsougr5rRgDKob2,4.0
381,Codes In The Clouds,"Look Back, Look Up",200626,2022-05-13 19:09:00,0.554,0.727,10.0,-7.06,1.0,0.0291,0.000313,0.83,0.201,0.342,137.036,02MefRFoyMuU2iaEqziGDN,4.0
382,The Evpatoria Report,Voskhod Project - Bonus,355189,2022-05-13 19:15:00,0.378,0.519,9.0,-9.157,0.0,0.0289,0.00104,0.862,0.106,0.0385,129.279,2hN5qPiwQuQlkBQbQ0klaj,4.0
383,islandman,Sattava,285482,2022-05-13 19:20:00,0.769,0.375,2.0,-10.811,0.0,0.0746,0.469,0.92,0.111,0.275,90.012,1q06SPCUVQ5pxTwMwldBtn,4.0
385,islandman,Sad Walk,331206,2022-05-13 19:30:00,0.7,0.41,9.0,-14.246,0.0,0.191,0.39,0.819,0.0731,0.77,173.992,02Lho20c0vjQqBkXMHM98f,4.0
386,islandman,Self Hypnosis,188560,2022-05-13 19:33:00,0.598,0.402,0.0,-13.2,1.0,0.0372,0.873,0.828,0.0779,0.385,169.979,6opwC6PK5zmG5Wqu30EsL7,4.0
387,islandman,Drums of Colca,214482,2022-05-13 19:38:00,0.755,0.322,0.0,-13.972,1.0,0.0618,0.577,0.884,0.0886,0.107,122.054,5T1oOasVde4Lomg2EMMBmN,4.0
388,Akın Sevgör,Dialogue,441300,2022-05-13 19:46:00,0.723,0.274,7.0,-14.887,0.0,0.043,0.775,0.866,0.123,0.192,99.994,6rivY3np1i0zKbBeDvYJ5V,4.0
392,islandman,Ikaru,300373,2022-05-13 20:16:00,0.69,0.607,5.0,-7.901,0.0,0.0431,0.609,0.878,0.149,0.885,95.215,188mOlgbxTDO66Jh2PN5EI,4.0
394,Viken Arman,Cosmos in Blue,344436,2022-05-13 20:27:00,0.827,0.67,7.0,-11.254,1.0,0.0654,0.161,0.789,0.0746,0.217,99.984,6D9dBG7rXEK6aLOiID1Zhp,4.0
395,Ozsut,Gnossienne,338828,2022-05-13 20:38:00,0.424,0.00798,5.0,-28.345,0.0,0.0496,0.996,0.925,0.0983,0.0794,124.166,4820SC1xnUaabzzYQTDkP2,3.0
396,islandman,Anadolu,293999,2022-05-13 20:43:00,0.699,0.45,1.0,-14.453,1.0,0.0978,0.343,0.624,0.0869,0.697,79.995,7ycECdNw14nleTOSS8nEaG,4.0
400,"Andre P, Droomie",Dante,436000,2022-05-13 21:05:00,0.773,0.455,1.0,-14.468,1.0,0.213,0.273,0.825,0.112,0.712,179.99,1Fk6urdvhw5AnkqixOGW51,4.0
401,islandman,Future Days,255157,2022-05-13 21:09:00,0.802,0.76,7.0,-7.492,1.0,0.0586,0.012,0.692,0.0955,0.494,106.005,2gKrcGKOIhJNhd74kEcWtx,4.0
402,Christopher Schwarzwälder,Leaves,434944,2022-05-13 21:16:00,0.447,0.16,6.0,-10.896,1.0,0.0372,0.913,0.0,0.0891,0.205,118.313,6wdCelHrPh7UfliNjwRTUv,3.0
406,Stavroz,Gold Town,9071,2022-05-13 21:36:00,0.872,0.493,0.0,-10.958,1.0,0.0702,0.346,0.887,0.116,0.329,117.994,7Hb5xRqDi0x1S1HQDDshIz,4.0
407,Praah Musique,Urban Birds,2644,2022-05-13 21:36:00,0.714,0.441,7.0,-13.411,1.0,0.112,0.563,0.617,0.137,0.438,77.987,5FnQ4dsoSCUUY2LW0UzYdF,3.0
408,islandman,Amarnos Ahora,2877,2022-05-13 21:36:00,0.818,0.627,4.0,-9.701,0.0,0.0651,0.325,0.765,0.097,0.596,100.016,20igirOOZsZEcO1zDVBwIt,4.0
409,Ah! Kosmos,Wide,4493,2022-05-13 21:36:00,0.682,0.562,5.0,-8.217,0.0,0.0816,0.188,0.936,0.104,0.486,99.978,4a7TzB6w9iwRkvg8cDWTcY,4.0
410,FEATHERED SUN,Miraflores,10892,2022-05-13 21:51:00,0.689,0.286,11.0,-13.405,0.0,0.0601,0.837,0.715,0.0767,0.139,154.022,2dHP9EkRq46gBdMjbgcRLj,4.0
417,OAFF,Grip,212554,2022-05-14 02:36:00,0.598,0.904,4.0,-2.293,1.0,0.0507,0.331,0.0,0.264,0.503,138.091,3gicyfiEVMGONgzygpWjNT,4.0
419,Chet Faker,No Diggity,221533,2022-05-14 02:44:00,0.867,0.646,1.0,-4.674,0.0,0.288,0.303,0.0,0.279,0.67,88.634,6MdqqkQ8sSC0WB4i8PyRuQ,4.0
433,Aljanah,Goya,208800,2022-05-14 04:12:00,0.807,0.898,6.0,-5.837,0.0,0.0393,0.188,0.000395,0.0824,0.743,112.998,4iwiYqzoLImJraKQ9Pf2I2,4.0
449,Audiofreq,Hey Adi Yogi,3537,2022-05-14 06:14:00,0.506,0.971,2.0,-2.999,1.0,0.0728,0.0264,0.0088,0.678,0.376,150.023,2ST9rghUAyWeXEG5Wtl3Q3,4.0
450,Audiofreq,The 9th Gate,3827,2022-05-14 06:14:00,0.426,0.98,1.0,-3.15,1.0,0.216,0.000934,0.00239,0.904,0.222,149.932,0jhcGAgbsq1gNfdsDEYCIG,4.0
451,Droplex,The Shadow - Original Mix,22656,2022-05-14 06:20:00,0.848,0.676,8.0,-8.85,1.0,0.14,0.189,0.653,0.0991,0.347,126.978,18gKoRNhAOTHp5SMeFaA7j,4.0
459,Krishna Das,Baba Hanuman,40743,2022-05-14 07:09:00,0.26,0.747,0.0,-7.796,1.0,0.0571,0.0887,0.000233,0.0686,0.31,148.412,4Frp9uObfJLGLsMXosQp27,3.0
470,Midival Punditz,Train Song,9581,2022-05-14 09:15:00,0.582,0.391,4.0,-9.933,0.0,0.0327,0.869,0.000241,0.116,0.529,103.181,6qRmb4uhIUaWE5LySgSfQS,4.0
473,AP Dhillon,SPACESHIP,124498,2022-05-14 09:32:00,0.69,0.683,5.0,-7.186,0.0,0.0968,0.076,0.000113,0.134,0.549,160.088,2PcGqmKToUz0s65q1Acg7d,4.0
474,AP Dhillon,Ma Belle,160824,2022-05-14 09:35:00,0.908,0.314,0.0,-9.614,1.0,0.116,0.0424,4.15e-05,0.0727,0.244,97.011,3D0pmiK3zyF9PudyJ8mkor,4.0
475,AP Dhillon,MAJHE AALE,129653,2022-05-14 09:37:00,0.871,0.496,10.0,-9.29,1.0,0.0721,0.035,2.83e-05,0.0742,0.287,93.033,5eN1nmOe9R29OBL6soTJov,4.0
484,FKJ,Ylang Ylang,7693,2022-05-14 10:47:00,0.559,0.243,1.0,-12.453,1.0,0.0326,0.925,0.935,0.108,0.162,69.941,6lAMnXLVCBPMXXWAK4lGSL,4.0
485,Masego,Tadow,18592,2022-05-14 10:47:00,0.704,0.487,9.0,-6.407,0.0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,51rPRW8NjxZoWPPjnRGzHw,4.0
487,FKJ,Vibin' Out,8280,2022-05-14 10:48:00,0.41,0.169,3.0,-11.422,1.0,0.0485,0.847,0.00327,0.117,0.208,89.494,6SEolIp22t0DzeBfCBo3hr,4.0
491,Masego,Tadow - Edit,7556,2022-05-14 10:51:00,0.542,0.543,9.0,-4.646,0.0,0.132,0.693,4.37e-05,0.0951,0.346,121.356,5RgNhmyaWYtuIioRVoQzMR,4.0
492,FKJ,Risk - Galimatias Version,23141,2022-05-14 10:51:00,0.551,0.453,4.0,-8.128,0.0,0.468,0.447,0.000458,0.642,0.325,206.277,17Eb97v6hdjqA90PFGzZ04,4.0
493,Little Dragon,Water - FKJ Remix,6920,2022-05-14 10:51:00,0.792,0.458,5.0,-8.222,0.0,0.111,0.243,0.00532,0.104,0.415,113.503,4g1aIPqIAqcB6ZgU0F2ylv,5.0
494,Masego,Tadow - Extended Version,6842,2022-05-14 10:51:00,0.553,0.425,9.0,-7.194,0.0,0.0506,0.519,0.00345,0.101,0.208,122.044,5ejsMurQNLR8oNQnFT2VDG,4.0
495,FKJ,Higher in Love,9779,2022-05-14 10:52:00,0.566,0.661,4.0,-6.704,0.0,0.169,0.226,0.0,0.112,0.532,87.802,2SL8izibBIbLttLhrcxJ35,4.0
496,((( O ))),iFeel,19281,2022-05-14 10:52:00,0.608,0.411,3.0,-10.07,1.0,0.0344,0.898,0.912,0.154,0.104,149.979,5sOft06wJLNSza2YwnE2MO,4.0
497,FKJ,Waiting,3511,2022-05-14 10:52:00,0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999,2P4OICZRVAQcYAV2JReRfj,4.0
502,Grimes,Kill V. Maim,3314,2022-05-14 11:10:00,0.583,0.944,11.0,-2.448,0.0,0.0371,0.00636,0.121,0.1,0.465,134.025,2MpZratWHtEtJB0qVdJSPN,4.0
504,IC3PEAK,Kiss Of Death,6446,2022-05-14 11:11:00,0.725,0.315,4.0,-8.48,0.0,0.0369,0.72,0.00259,0.0869,0.298,126.39,7cOzgDiU8MLB8IkK1RsWn1,3.0
505,IC3PEAK,Last Day / Новый День,13186,2022-05-14 11:11:00,0.5,0.755,4.0,-10.517,0.0,0.0663,0.0269,0.0122,0.666,0.638,170.157,5qJGMk3QL3hEYI4a7GuQsh,4.0
506,IC3PEAK,"Let's die together, Я не шучу",5845,2022-05-14 11:11:00,0.677,0.639,0.0,-12.074,1.0,0.053,0.466,0.677,0.162,0.312,123.875,24h61yz5qVJm5QUyG3FPKD,4.0
507,Grimes,Player Of Games,21260,2022-05-14 11:11:00,0.54,0.925,9.0,-4.79,0.0,0.0363,3.22e-05,0.00102,0.172,0.13,130.943,1aL6wkVeoR41DqDpVN7Gl2,4.0
508,IC3PEAK,"I'm not evil, I'm sad",25913,2022-05-14 11:12:00,0.413,0.648,5.0,-9.603,1.0,0.0773,0.0035,0.0655,0.142,0.471,120.097,65ZatbSElf6kAzqQ79xzPb,4.0
509,Grimes,Infinite Love without Fulfilment,10164,2022-05-14 11:12:00,0.804,0.659,11.0,-7.652,1.0,0.139,0.0643,0.629,0.11,0.544,117.986,0zPL9FPmLmkIhvWkMk4Y6K,4.0
511,Grimes,laughing and not being normal,4938,2022-05-14 11:16:00,0.585,0.378,1.0,-12.516,0.0,0.0337,0.631,0.017,0.192,0.27,120.019,4f8OIvmWwB2iweLTXlD2mx,4.0
513,Equanimous,The Blooming,8990,2022-05-14 11:17:00,0.69,0.476,4.0,-10.287,1.0,0.0434,0.806,0.00694,0.0913,0.434,87.999,3IPcckWAhHhrhqG3GFrEu0,4.0
514,Grimes,California,70599,2022-05-14 11:17:00,0.611,0.804,8.0,-5.021,1.0,0.155,0.217,0.0,0.306,0.602,177.929,0td8QgmgwUwlbk58VKf6Fl,3.0
517,Osiris Indriya,Keeper of the Keys - Remastered,7806,2022-05-14 11:18:00,0.704,0.513,10.0,-10.222,0.0,0.0535,0.00236,0.84,0.128,0.412,90.033,5agyDJv25JIFex6nc6SYwf,4.0
520,Osiris Indriya,The Voice Inside,1520,2022-05-14 11:19:00,0.664,0.781,11.0,-6.547,1.0,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,1oTo3ijRbaDAtrjJrGAPSw,4.0
521,Osiris Indriya,For Real,1917,2022-05-14 11:19:00,0.77,0.905,5.0,-8.235,0.0,0.144,0.00392,2.97e-06,0.169,0.464,135.999,3v275M3Us9etGzH6fmvGmz,4.0
522,Osiris Indriya,Supernal Light,3616,2022-05-14 11:19:00,0.652,0.542,7.0,-9.426,1.0,0.0396,0.00113,0.837,0.0718,0.109,95.023,0cuVyAoujHhOYbSA2WhtDT,4.0
523,Osiris Indriya,Intrepid,3114,2022-05-14 11:19:00,0.757,0.902,2.0,-9.04,1.0,0.0437,0.000333,0.887,0.0616,0.109,122.0,6T1MlIfSilEIg3qhbhcaRe,4.0
526,Osiris Indriya,Archer - Remastered,2602,2022-05-14 11:20:00,0.784,0.587,5.0,-7.382,0.0,0.0457,0.000487,0.832,0.302,0.226,134.004,3ZVrFKBw79TcDwXDXeCUYB,4.0
530,Osiris Indriya,Water and Fire,1755,2022-05-14 11:21:00,0.744,0.637,4.0,-9.287,0.0,0.0446,0.00372,0.644,0.0618,0.41,144.018,39mbkZi66jEWUpybk8NiIJ,4.0
532,Osiris Indriya,Sub Rosa - Breathless Mix,31522,2022-05-14 11:21:00,0.817,0.738,9.0,-7.084,1.0,0.0376,0.0057,0.872,0.0938,0.0415,125.001,4YtoXsMW8wtTepHLfs2dNE,4.0
533,Osiris Indriya,Gifted - Remastered,6284,2022-05-14 11:21:00,0.663,0.568,0.0,-6.813,1.0,0.0277,0.352,0.597,0.237,0.267,89.998,7su7AR5IKqZ9GKZW6iXrBZ,4.0
534,Osiris Indriya,Macrocosmic,10512,2022-05-14 11:21:00,0.643,0.949,11.0,-8.822,0.0,0.0628,0.000697,0.88,0.369,0.535,152.001,7Ezy1j4gtqK74NcxFnnhdG,4.0
538,Figueroa,The World As We Know It,7336,2022-05-14 11:23:00,0.467,0.81,0.0,-7.246,1.0,0.0268,0.0427,0.392,0.121,0.335,97.035,07hTXG4bUZ91iOqRnxZtAt,4.0
542,Figueroa,Back to the Stars,3798,2022-05-14 11:25:00,0.417,0.569,4.0,-7.56,1.0,0.0303,0.000302,0.606,0.104,0.0352,140.02,6JAyFkkYsXLHIjDAAlQ75W,4.0
545,Sofa Surfers,Sofa Rockers - Richard Dorfmeister Remix,6915,2022-05-14 11:25:00,0.716,0.33,4.0,-12.724,0.0,0.11,0.535,0.877,0.642,0.39,95.907,6dfDcCymuavZngy46rSGMC,4.0
548,Zero 7,Ghost sYMbOL - Kling Version,9659,2022-05-14 11:26:00,0.781,0.403,11.0,-12.735,1.0,0.0949,0.169,0.785,0.234,0.294,150.391,0SaRBiFecFnFBJowp3mTpC,4.0
550,Tycho,Send And Receive,4882,2022-05-14 11:26:00,0.558,0.491,9.0,-14.688,0.0,0.0382,0.942,0.871,0.385,0.287,160.052,30EmaEb0hkd9M0iu7GoTBn,4.0
551,Owari,Human Creativity,5138,2022-05-14 11:26:00,0.682,0.422,6.0,-13.609,0.0,0.0347,0.0261,0.749,0.0799,0.0372,126.015,3axJz4Lz99RhwHpQlAPOVS,4.0
570,Tikki Masala,Aum Mani Padme Hum,8449,2022-05-14 11:30:00,0.773,0.45,0.0,-11.133,0.0,0.164,0.148,0.00992,0.161,0.428,160.001,7haf7oKWxIPbbrODsERkRp,4.0
575,Tikki Masala,Sat Chit Ananda,17828,2022-05-14 11:31:00,0.849,0.41,5.0,-12.533,0.0,0.0417,0.0105,0.78,0.105,0.269,99.999,0OUfrFiAZcikkVMK9PlAa7,4.0
576,OSHO,First Stage,6423,2022-05-14 11:31:00,0.58,0.85,9.0,-14.152,1.0,0.0369,0.902,0.923,0.174,0.756,129.336,0epoaBAt4RrssfhNcoESl5,4.0
587,Bruno Mars,Talking to the Moon,4142,2022-05-14 11:36:00,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,161DnLWsx1i3u1JT05lzqU,4.0
590,Bruno Mars,Leave The Door Open,22985,2022-05-14 11:37:00,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,4pryE6cN2gFL1FVF5fYINl,4.0
607,Faunts,Das Malefitz,10067,2022-05-14 11:42:00,0.679,0.566,4.0,-12.809,0.0,0.0502,0.78,0.871,0.126,0.25,110.026,4kmDHEYwr2lKap3AasSUQc,4.0
623,The Paper Kites,Bloom (Online Bonus Track),4126,2022-05-14 11:46:00,0.5,0.639,9.0,-9.605,0.0,0.0641,0.0076,0.538,0.119,0.0737,105.062,6xl6jsPh5RiVoFLymWXCTx,4.0
695,Shanti People,Tandava - Billx Hard Music remix,4582,2022-05-14 12:09:00,0.162,0.973,10.0,-2.425,0.0,0.0851,0.00382,0.186,0.204,0.165,189.906,3bzflheMaKU1uHndFF96tn,4.0
718,Karan Sehmbi,Photo,218474,2022-05-14 12:30:00,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,4.0
779,Jax Jones,Where Did You Go? (feat. MNEK),46197,2022-05-15 02:05:00,0.763,0.782,7.0,-4.541,0.0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,3sa06xVNmLLYIxdNNmVQN8,4.0
787,The Chainsmokers,Something Just Like This,70576,2022-05-15 02:10:00,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,4.0
793,Two Feet,Twisted,1342,2022-05-15 02:13:00,0.638,0.872,5.0,-6.82,1.0,0.0317,0.0151,0.764,0.0774,0.289,123.012,0AJBa03FJvsCwXHjRoBpeM,4.0
794,Maroon 5,Maps,120274,2022-05-15 02:13:00,0.742,0.713,1.0,-5.522,0.0,0.0303,0.0205,0.0,0.059,0.879,120.032,7oUHzZKNKUTrlU7DYxhQ7v,4.0
797,Serena,Safari,89128,2022-05-15 02:16:00,0.799,0.689,5.0,-6.793,0.0,0.053,0.445,0.0122,0.18,0.477,103.019,6IklmB1n2kIu4TvJDLb4Ss,4.0
798,Coldplay,Let Somebody Go - Kygo Remix,7001,2022-05-15 02:17:00,0.552,0.721,0.0,-7.313,1.0,0.0323,0.163,0.000183,0.0808,0.325,162.09,31JwHrEcDWkilfTkFZlKNr,4.0
804,Tate McRae,you broke me first - Gryffin Remix,2564,2022-05-15 02:17:00,0.57,0.797,1.0,-5.514,0.0,0.0416,0.361,0.0,0.155,0.227,124.035,3Ni9jLlq3xPoOKv1HYlQrH,4.0
805,Tiësto,The Motto,31460,2022-05-15 02:17:00,0.754,0.763,7.0,-4.627,0.0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,18asYwWugKjjsihZ0YvRxO,4.0
806,Glass Animals,Heat Waves - Oliver Heldens Remix,2675,2022-05-15 02:17:00,0.714,0.787,11.0,-6.006,1.0,0.033,0.0627,0.000883,0.11,0.263,127.999,65xvfgI2nNrOYHhGUzw9XP,4.0
809,John Legend,Conversations in the Dark - John Legend vs. David Guetta,50129,2022-05-15 02:18:00,0.572,0.742,8.0,-4.589,0.0,0.0347,0.245,0.0,0.108,0.376,127.19,20d27F17AZOxTJOEHAVK2Y,4.0
811,Lil Uzi Vert,20 Min,6380,2022-05-15 02:24:00,0.371,0.248,5.0,-16.693,1.0,0.0412,0.957,0.932,0.151,0.0931,140.142,61QxfyfuRQvwtTJfWKPd5M,4.0
812,Yung Fazo,Adding,156318,2022-05-15 02:24:00,0.629,0.534,10.0,-10.197,0.0,0.217,0.0603,0.0,0.132,0.715,84.04,3qBwNiPApdpUWRNyc8s5W8,4.0
813,Playboi Carti,Fell In Luv (feat. Bryson Tiller),11515,2022-05-15 02:25:00,0.657,0.668,2.0,-6.208,1.0,0.136,0.0273,0.0,0.32,0.227,162.997,1s9DTymg5UQrdorZf43JQm,4.0
814,blackbear,hot girl bummer,63934,2022-05-15 02:25:00,0.782,0.559,6.0,-7.106,0.0,0.0767,0.125,0.0,0.385,0.685,129.992,6jRq8gaZhMUyy5RclRPcAf,1.0
816,Pitbull,Timber (feat. Ke$ha),13102,2022-05-15 02:29:00,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,3cHyrEgdyYRjgJKSOiOtcS,4.0
818,Jason Derulo,Talk Dirty (feat. 2 Chainz),68710,2022-05-15 02:33:00,0.76,0.652,6.0,-7.321,1.0,0.232,0.0348,0.0,0.307,0.759,100.315,5l3CML2OnzfNs5RfVgbcLt,4.0
820,PSY,Gangnam Style (강남스타일),48235,2022-05-15 02:36:00,0.727,0.937,11.0,-2.871,0.0,0.286,0.00417,0.0,0.091,0.749,132.067,03UrZgTINDqvnUMbbIMhql,4.0
822,Kendrick Lamar,HUMBLE.,13413,2022-05-15 02:37:00,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,7KXjTSCq5nL1LoYtL7XAwS,4.0
823,Dua Lipa,Levitating (feat. DaBaby),182840,2022-05-15 02:40:00,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,5nujrmhLynf4yMoMtj8AQF,4.0
826,Charli XCX,Beg for You (feat. Rina Sawayama),54440,2022-05-15 02:43:00,0.788,0.945,9.0,-5.091,1.0,0.0599,0.223,2.97e-06,0.115,0.466,128.036,11M8c9SHQYpd8DOrmcu25k,4.0
828,Flo Rida,Low (feat. T-Pain),3640,2022-05-15 02:45:00,0.918,0.609,10.0,-5.64,0.0,0.0791,0.0928,0.0,0.139,0.304,128.008,0CAfXk7DXMnon4gLudAp7J,4.0
831,Lady Gaga,Alejandro,28250,2022-05-15 02:46:00,0.595,0.498,1.0,-8.968,1.0,0.433,0.654,0.0,0.0961,0.426,89.68,3DmzlFC5HjplsAwf1v9pct,4.0
833,Saweetie,Best Friend (feat. Doja Cat),19635,2022-05-15 02:52:00,0.84,0.766,4.0,-4.12,1.0,0.136,0.00302,3.61e-06,0.0684,0.402,94.018,2etHQJxIbV0soyPhelVs9Y,4.0
834,Travis Scott,Goosebumps - Remix,20571,2022-05-15 02:53:00,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,5uEYRdEIh9Bo4fpjDd4Na9,4.0
835,Walk off the Earth,Bet On Me,4625,2022-05-15 02:53:00,0.69,0.537,11.0,-9.727,1.0,0.225,0.0724,0.0,0.327,0.854,76.065,5AxnARE8K6wdoWPxgLOtmc,4.0
837,Ariana Grande,34+35,4833,2022-05-15 02:56:00,0.83,0.585,0.0,-6.476,1.0,0.094,0.237,0.0,0.248,0.485,109.978,6Im9k8u9iIzKMrmV7BWtlF,4.0
839,LISA,MONEY,85896,2022-05-15 02:59:00,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,7hU3IHwjX150XLoTVmjD0q,4.0
840,Lil Nas X,MONTERO (Call Me By Your Name),137704,2022-05-15 03:01:00,0.61,0.508,8.0,-6.682,0.0,0.152,0.297,0.0,0.384,0.758,178.818,67BtfxlNbhBmCDR2L2l8qd,4.0
841,Charlie Puth,Light Switch,185680,2022-05-15 03:08:00,0.69,0.626,6.0,-5.693,1.0,0.306,0.105,0.000335,0.0881,0.912,184.009,3AVXwaOGCEL8cmBecfcsFJ,4.0
842,Kygo,What's Love Got to Do with It,208156,2022-05-15 03:12:00,0.851,0.406,1.0,-11.631,1.0,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,4kOfxxnW1ukZdsNbCKY9br,4.0
843,Whitney Houston,How Will I Know,213435,2022-05-15 03:18:00,0.832,0.544,6.0,-12.697,1.0,0.0442,0.201,0.000139,0.632,0.928,119.49,5tdKaKLnC4SgtDZ6RlWeal,4.0
844,Route 94,My Love (feat. Jess Glynne),259934,2022-05-15 03:25:00,0.814,0.622,8.0,-7.573,1.0,0.0492,0.000132,0.72,0.0658,0.726,119.976,61UQzeiIluhpzpMdY4ag3q,4.0
845,Jack Harlow,I WANNA SEE SOME ASS (feat. jetsonmade),125302,2022-05-15 03:27:00,0.899,0.691,0.0,-7.554,1.0,0.0497,0.18,0.000451,0.135,0.865,107.951,2aWVaW1p2kUc5yuKwBmRJi,4.0
846,Lizzo,About Damn Time,191822,2022-05-15 03:30:00,0.836,0.743,10.0,-6.305,0.0,0.0656,0.0995,0.0,0.335,0.722,108.966,1PckUlxKqWQs3RlWXVBLw3,4.0
848,Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),204763,2022-05-15 03:37:00,0.87,0.523,1.0,-8.052,0.0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,09gysnJpfQ3ublBmJDfcEC,4.0
849,Lil Nas X,THATS WHAT I WANT,143901,2022-05-15 03:39:00,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,0e8nrvls4Qqv5Rfa2UhqmO,4.0
